,TARIH,MAL_TURU,MAL_ADI,BIRIM,ASGARI_UCRET,AZAMI_UCRET,ORTALAMA_UCRET
14100,05/31/2024,SEBZE,FASULYE   AYSE,kg,15.0,34.0,24.5
14101,05/31/2024,SEBZE,FASULYE   CALI,kg,10.0,29.0,19.5
14102,05/31/2024,SEBZE,BARBUNYA TAZE,kg,35.0,82.0,58.5
14103,05/31/2024,SEBZE,HAVUÇ,kg,10.0,24.0,17.0
14104,05/31/2024,SEBZE,ISPANAK,kg,9.0,22.0,15.5
14105,05/31/2024,SEBZE,KABAK TAZE,kg,7.0,13.0,10.0
14106,05/31/2024,SEBZE,KABAK  BAL,kg,9.0,19.0,14.0
14107,05/31/2024,SEBZE,KEREVIZ,kg,6.0,26.0,16.0
14108,05/31/2024,SEBZE,MARUL,adet,10.0,22.0,16.0
14109,05/31/2024,SEBZE,PATLICAN  UZUN,kg,11.0,23.0,17.0
14110,05/31/2024,SEBZE,PATLICAN TOPAN,kg,12.0,23.0,17.5
14111,05/31/2024,SEBZE,PANCAR,kg,5.0,10.0,7.5
14112,05/31/2024,SEBZE,SOĞAN   TAZE,kg,20.0,45.0,32.5
14113,05/31/2024,SEBZE,SOĞAN   KURU,kg,6.0,11.0,8.5
14114,05/31/2024,SEBZE,LAHANA  KIRMIZI,kg,7.0,14.0,10.5
14115,05/31/2024,SEBZE,KARNABAHAR,kg,8.0,17.0,12.5
14116,05/31/2024,SEBZE,TURP  KIRMIZI,kg,8.0,20.0,14.0
14117,05/31/2024,SEBZE,SEMIZ OTU,adet,4.0,15.0,9.5
14118,05/31/2024,SEBZE,YAPRAK TAZE,kg,26.0,55.0,40.5
14119,05/31/2024,SEBZE,SARIMSAK  TAZE,kg,21.0,40.0,30.5
14120,05/31/2024,SEBZE,SARIMSAK  KURU,kg,55.0,105.0,80.0
14121,05/31/2024,SEBZE,PATATES  CALMA,kg,8.0,15.0,11.5
14122,05/31/2024,SEBZE,BİBER ÇARLİSTON,kg,12.0,28.0,20.0
14123,05/31/2024,SEBZE,MARUL AYSBERG,adet,12.0,24.0,18.0
14124,05/31/2024,SEBZE,MANTAR,kg,53.0,90.0,71.5
14125,05/31/2024,SEBZE,SOĞAN   KIRMIZI,kg,14.0,37.0,25.5
14126,05/31/2024,SEBZE,BİBER KIRMIZI,kg,13.0,28.0,20.5
14127,05/31/2024,SEBZE,LAHANA  BEYAZ,kg,4.0,6.0,5.0
14128,05/31/2024,SEBZE,PIRASA,kg,6.0,20.0,13.0
14129,05/31/2024,SEBZE,PAZI,adet,6.0,17.0,11.5
14130,05/31/2024,SEBZE,BİBER  KIL ACI,kg,19.0,40.0,29.5
14131,05/31/2024,SEBZE,LAHANA  BURUKSEL,kg,18.0,33.0,25.5
14132,05/31/2024,SEBZE,DOMATES (DİĞER),kg,9.0,19.0,14.0
14133,05/31/2024,SEBZE,SALATALIK ,kg,8.0,18.0,13.0
14134,05/31/2024,SEBZE,DOMATES  SALKIM,kg,9.0,15.0,12.0
14135,05/31/2024,SEBZE,TURP  SIYAH,kg,5.0,11.0,8.0
14136,05/31/2024,SEBZE,MARUL KIVIRCIK,adet,8.0,17.0,12.5
14137,05/31/2024,MEYVE,ARMUT  S.MARIA,kg,26.0,58.0,42.0
14138,05/31/2024,MEYVE,CILEK,kg,25.0,75.0,50.0
14139,05/31/2024,MEYVE,ELMA  AMASYA,kg,18.0,35.0,26.5
14140,05/31/2024,MEYVE,ELMA  STARKING,kg,14.0,36.0,25.0
14141,05/31/2024,MEYVE,ERİK  CAN,kg,28.0,42.0,35.0
14142,05/31/2024,MEYVE,ERIK  MURDUM,kg,50.0,75.0,62.5
14143,05/31/2024,MEYVE,GREYFURT,kg,5.0,10.0,7.5
14144,05/31/2024,SEBZE,KAVUN DİĞER,kg,10.0,32.0,21.0
14145,05/31/2024,SEBZE,KARPUZ,kg,6.0,13.0,9.5
14146,05/31/2024,MEYVE,KIRAZ  ,kg,60.0,95.0,77.5
14147,05/31/2024,MEYVE,KAYISI ,kg,23.0,45.0,34.0
14148,05/31/2024,MEYVE,MALTA,kg,25.0,35.0,30.0
14149,05/31/2024,MEYVE,MANDALİNA,kg,19.0,40.0,29.5
14150,05/31/2024,MEYVE,MUZ  YERLI,kg,25.0,50.0,37.5
14151,05/31/2024,MEYVE,PORTAKAL  ,kg,10.0,19.0,14.5
14152,05/31/2024,MEYVE,PORTAKAL  VALENCIA,kg,8.0,19.0,13.5
14153,05/31/2024,İTHAL,KIVI  İTHAL,kg,50.0,90.0,70.0
14154,05/31/2024,MEYVE,LİMON DİĞER ,kg,12.0,27.0,19.5
14155,05/31/2024,SEBZE,Y.MAYDONOZ,bağ,3.0,6.0,4.5
14156,05/31/2024,SEBZE,Y.DEREOTU,bağ,3.0,8.0,5.5
14157,05/31/2024,MEYVE,NAR,kg,60.0,90.0,75.0
14158,05/31/2024,SEBZE,ACUR,kg,40.0,50.0,45.0
14159,05/31/2024,SEBZE,YERELMASI,kg,8.0,22.0,15.0
14160,05/31/2024,SEBZE,DENIZ BÖRÜLCESİ,adet,2.0,4.0,3.0
14161,05/31/2024,İTHAL,MANGO,adet,40.0,62.0,51.0
14162,05/31/2024,MEYVE,ARMUT  DEVECI,kg,23.0,52.0,37.5
14163,05/31/2024,SEBZE,MARUL LOLOROSSO,adet,10.0,17.0,13.5
14164,05/31/2024,SEBZE,BİBER CİN,kg,18.0,35.0,26.5
14165,05/31/2024,SEBZE,DOMATES CHERRY,kg,9.0,17.0,13.0
14166,05/31/2024,SEBZE,TURP  FINDIK,adet,5.0,19.0,12.0
14167,05/31/2024,SEBZE,DOMATES  BEEF,kg,9.0,17.0,13.0
14168,05/31/2024,MEYVE,KIVI  ,kg,29.0,68.0,48.5
14169,05/31/2024,İTHAL,ZENCEFİL,kg,80.0,120.0,100.0
14170,05/31/2024,İTHAL,BİBER KALİFORNİYA,kg,45.0,70.0,57.5
14171,05/31/2024,MEYVE,ÜZÜM  RED GLOBE,kg,50.0,110.0,80.0
14172,05/31/2024,MEYVE,ELMA GSMİT,kg,15.0,42.0,28.5
14173,05/31/2024,İTHAL,ELMA STARKING(İTHAL),kg,25.0,52.0,38.5
14174,05/31/2024,SEBZE,SALATALIK  SİLOR,kg,8.0,18.0,13.0
14175,05/31/2024,MEYVE,LİMON  YENİ (MAYER),kg,12.0,28.0,20.0
14176,05/31/2024,MEYVE,HÜNNAP,kg,19.0,35.0,27.0
14177,05/31/2024,MEYVE,ELMA  ARJANTİN,kg,15.0,43.0,29.0
14178,05/31/2024,İTHAL,SARIMSAK  İTHAL,kg,80.0,173.0,126.5
14179,05/31/2024,MEYVE,PORTAKAL WASHINGTON,kg,12.0,20.0,16.0
14180,05/31/2024,MEYVE,ÜZÜM  BEYAZ,kg,45.0,75.0,60.0
14181,05/31/2024,SEBZE,BİBER  ŞİLİ,kg,29.0,40.0,34.5
14182,05/31/2024,SEBZE,BİBER  MEKSİKA,kg,34.0,50.0,42.0
14183,05/31/2024,MEYVE,ÜZÜM  SİYAH,kg,32.0,90.0,61.0
14184,05/31/2024,MEYVE,KAYISI  MALATYA,kg,35.0,55.0,45.0
14185,05/31/2024,SEBZE,ALABAŞ,kg,8.0,24.0,16.0
14186,05/31/2024,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,24.0,38.0,31.0
14187,05/31/2024,SEBZE,DOMATES PEMBE,kg,14.0,32.0,23.0
14188,05/31/2024,SEBZE,HAVUÇ(TAKOZ),kg,10.0,23.0,16.5
14189,05/31/2024,MEYVE,LİMON LAMAS,kg,13.0,30.0,21.5
14190,05/31/2024,SEBZE,PATATES TAZE,kg,8.0,13.0,10.5
14191,05/31/2024,SEBZE,MANTAR (İSTİRİDYE),kg,80.0,132.0,106.0
14192,05/31/2024,SEBZE,BİBER KÖY(MAZO),kg,12.0,26.0,19.0
14193,05/31/2024,SEBZE,LAHANA KARA,kg,6.0,18.0,12.0
14194,05/31/2024,MEYVE,ELMA FUJİ,kg,15.0,40.0,27.5
14195,05/31/2024,SEBZE,DOMATES (KOKTEYL),kg,23.0,36.0,29.5
14196,05/31/2024,SEBZE,Y.ROKA,bağ,3.0,6.0,4.5
14197,05/31/2024,SEBZE,Y.TERE,bağ,5.0,6.0,5.5
14198,05/31/2024,SEBZE,Y.NANE,bağ,3.0,6.0,4.5
14199,05/31/2024,MEYVE,ERİK  PAPAZ,kg,40.0,65.0,52.5
14200,05/31/2024,MEYVE,ERİK  ANJELIKA,kg,46.0,85.0,65.5
14201,05/31/2024,MEYVE,ELMA GSMIT(İYİ TARIM),kg,20.0,40.0,30.0
14202,05/31/2024,MEYVE,ELMA  GOLDEN,kg,16.0,40.0,28.0
14203,05/31/2024,SEBZE,KAVUN  SERA,kg,12.0,26.0,19.0
14204,05/31/2024,MEYVE,NEKTARIN  BEYAZ,kg,19.0,40.0,29.5
14205,05/31/2024,İTHAL,AVAKADO,adet,29.0,69.0,49.0
14206,05/31/2024,İTHAL,ANANAS,adet,32.0,75.0,53.5
14207,05/31/2024,İTHAL,MUZ  ITHAL,kg,40.0,80.0,60.0
14208,05/31/2024,İTHAL,HINDISTAN CEVIZI,adet,29.0,32.0,30.5
14209,05/31/2024,MEYVE,PORTAKAL   FINIKE,kg,10.0,18.0,14.0
14210,05/31/2024,MEYVE,NEKTARIN KIRMIZI,kg,20.0,50.0,35.0
14211,05/31/2024,SEBZE,BROKOLI,kg,10.0,30.0,20.0
14212,05/31/2024,MEYVE,PORTAKAL  SIKMALIK,kg,8.0,19.0,13.5
14213,05/31/2024,MEYVE,ŞEFTALI,kg,12.0,35.0,23.5
14214,05/31/2024,MEYVE,KIRAZ  SALIHLI,kg,75.0,110.0,92.5
14215,05/31/2024,MEYVE,MUŞMULA,kg,15.0,25.0,20.0
14216,05/31/2024,SEBZE,Y.REYHAN,adet,8.0,22.0,15.0
14217,05/31/2024,SEBZE,BAKLA,kg,11.0,26.0,18.5
14218,05/31/2024,SEBZE,BORULCE,kg,80.0,115.0,97.5
14219,05/31/2024,SEBZE,BEZELYE,kg,12.0,24.0,18.0
14220,05/31/2024,SEBZE,BİBER  SİVRİ,kg,12.0,26.0,19.0
14221,05/31/2024,SEBZE,BİBER  DOLMA,kg,13.0,23.0,18.0
14222,06/01/2024,MEYVE,KIRAZ  SALIHLI,kg,75.0,110.0,92.5
14223,06/01/2024,MEYVE,MUŞMULA,kg,15.0,25.0,20.0
14224,06/01/2024,SEBZE,Y.REYHAN,adet,8.0,22.0,15.0
14225,06/01/2024,SEBZE,BAKLA,kg,11.0,26.0,18.5
14226,06/01/2024,SEBZE,BORULCE,kg,80.0,115.0,97.5
14227,06/01/2024,SEBZE,BEZELYE,kg,12.0,22.0,17.0
14228,06/01/2024,SEBZE,BİBER  SİVRİ,kg,12.0,28.0,20.0
14229,06/01/2024,SEBZE,BİBER  DOLMA,kg,13.0,25.0,19.0
14230,06/01/2024,SEBZE,ENGINAR,adet,10.0,14.0,12.0
14231,06/01/2024,SEBZE,FASULYE   AYSE,kg,15.0,38.0,26.5
14232,06/01/2024,SEBZE,FASULYE   CALI,kg,14.0,35.0,24.5
14233,06/01/2024,SEBZE,BARBUNYA TAZE,kg,35.0,82.0,58.5
14234,06/01/2024,SEBZE,HAVUÇ,kg,10.0,24.0,17.0
14235,06/01/2024,SEBZE,ISPANAK,kg,9.0,22.0,15.5
14236,06/01/2024,SEBZE,KABAK TAZE,kg,7.0,13.0,10.0
14237,06/01/2024,SEBZE,KABAK  BAL,kg,9.0,19.0,14.0
14238,06/01/2024,SEBZE,KEREVIZ,kg,6.0,26.0,16.0
14239,06/01/2024,SEBZE,MARUL,adet,10.0,23.0,16.5
14240,06/01/2024,SEBZE,PATLICAN  UZUN,kg,11.0,25.0,18.0
14241,06/01/2024,SEBZE,PATLICAN TOPAN,kg,12.0,25.0,18.5
14242,06/01/2024,SEBZE,PANCAR,kg,5.0,10.0,7.5
14243,06/01/2024,SEBZE,SOĞAN   TAZE,kg,20.0,45.0,32.5
14244,06/01/2024,SEBZE,SOĞAN   KURU,kg,6.0,11.0,8.5
14245,06/01/2024,SEBZE,LAHANA  KIRMIZI,kg,7.0,16.0,11.5
14246,06/01/2024,SEBZE,KARNABAHAR,kg,8.0,17.0,12.5
14247,06/01/2024,SEBZE,TURP  KIRMIZI,kg,8.0,20.0,14.0
14248,06/01/2024,SEBZE,SEMIZ OTU,adet,4.0,15.0,9.5
14249,06/01/2024,SEBZE,YAPRAK TAZE,kg,26.0,60.0,43.0
14250,06/01/2024,SEBZE,SARIMSAK  TAZE,kg,21.0,40.0,30.5
14251,06/01/2024,SEBZE,SARIMSAK  KURU,kg,55.0,105.0,80.0
14252,06/01/2024,SEBZE,PATATES  CALMA,kg,8.0,17.0,12.5
14253,06/01/2024,SEBZE,BİBER ÇARLİSTON,kg,12.0,30.0,21.0
14254,06/01/2024,SEBZE,MARUL AYSBERG,adet,12.0,24.0,18.0
14255,06/01/2024,SEBZE,MANTAR,kg,53.0,90.0,71.5
14256,06/01/2024,SEBZE,SOĞAN   KIRMIZI,kg,14.0,37.0,25.5
14257,06/01/2024,SEBZE,BİBER KIRMIZI,kg,13.0,28.0,20.5
14258,06/01/2024,SEBZE,LAHANA  BEYAZ,kg,4.0,6.0,5.0
14259,06/01/2024,SEBZE,PIRASA,kg,6.0,20.0,13.0
14260,06/01/2024,SEBZE,PAZI,adet,6.0,17.0,11.5
14261,06/01/2024,SEBZE,BİBER  KIL ACI,kg,19.0,42.0,30.5
14262,06/01/2024,SEBZE,LAHANA  BURUKSEL,kg,18.0,33.0,25.5
14263,06/01/2024,SEBZE,DOMATES (DİĞER),kg,9.0,19.0,14.0
14264,06/01/2024,SEBZE,SALATALIK ,kg,10.0,22.0,16.0
14265,06/01/2024,SEBZE,DOMATES  SALKIM,kg,9.0,17.0,13.0
14266,06/01/2024,SEBZE,TURP  SIYAH,kg,5.0,11.0,8.0
14267,06/01/2024,SEBZE,MARUL KIVIRCIK,adet,8.0,17.0,12.5
14268,06/01/2024,SEBZE,ACUR,kg,40.0,50.0,45.0
14269,06/01/2024,SEBZE,YERELMASI,kg,8.0,22.0,15.0
14270,06/01/2024,SEBZE,DENIZ BÖRÜLCESİ,adet,2.0,4.0,3.0
14271,06/01/2024,İTHAL,MANGO,adet,40.0,62.0,51.0
14272,06/01/2024,MEYVE,ARMUT  DEVECI,kg,23.0,52.0,37.5
14273,06/01/2024,SEBZE,MARUL LOLOROSSO,adet,10.0,19.0,14.5
14274,06/01/2024,SEBZE,BİBER CİN,kg,18.0,35.0,26.5
14275,06/01/2024,SEBZE,DOMATES CHERRY,kg,9.0,19.0,14.0
14276,06/01/2024,SEBZE,TURP  FINDIK,adet,5.0,19.0,12.0
14277,06/01/2024,SEBZE,DOMATES  BEEF,kg,9.0,19.0,14.0
14278,06/01/2024,MEYVE,KIVI  ,kg,29.0,68.0,48.5
14279,06/01/2024,İTHAL,ZENCEFİL,kg,80.0,120.0,100.0
14280,06/01/2024,İTHAL,BİBER KALİFORNİYA,kg,45.0,70.0,57.5
14281,06/01/2024,MEYVE,MANDALİNA,kg,19.0,40.0,29.5
14282,06/01/2024,MEYVE,MUZ  YERLI,kg,25.0,50.0,37.5
14283,06/01/2024,MEYVE,PORTAKAL  ,kg,10.0,19.0,14.5
14284,06/01/2024,MEYVE,PORTAKAL  VALENCIA,kg,8.0,19.0,13.5
14285,06/01/2024,İTHAL,KIVI  İTHAL,kg,50.0,90.0,70.0
14286,06/01/2024,MEYVE,LİMON DİĞER ,kg,12.0,27.0,19.5
14287,06/01/2024,SEBZE,Y.MAYDONOZ,bağ,3.0,6.0,4.5
14288,06/01/2024,SEBZE,Y.DEREOTU,bağ,3.0,8.0,5.5
14289,06/01/2024,SEBZE,Y.ROKA,bağ,3.0,6.0,4.5
14290,06/01/2024,SEBZE,Y.TERE,bağ,5.0,6.0,5.5
14291,06/01/2024,SEBZE,Y.NANE,bağ,3.0,6.0,4.5
14292,06/01/2024,MEYVE,ERİK  PAPAZ,kg,40.0,65.0,52.5
14293,06/01/2024,MEYVE,ERİK  ANJELIKA,kg,46.0,85.0,65.5
14294,06/01/2024,MEYVE,ELMA GSMIT(İYİ TARIM),kg,20.0,40.0,30.0
14295,06/01/2024,MEYVE,ELMA  GOLDEN,kg,16.0,40.0,28.0
14296,06/01/2024,SEBZE,KAVUN  SERA,kg,12.0,24.0,18.0
14297,06/01/2024,MEYVE,NEKTARIN  BEYAZ,kg,19.0,40.0,29.5
14298,06/01/2024,İTHAL,AVAKADO,adet,29.0,65.0,47.0
14299,06/01/2024,İTHAL,ANANAS,adet,32.0,70.0,51.0
14300,06/01/2024,İTHAL,MUZ  ITHAL,kg,40.0,80.0,60.0
14301,06/01/2024,İTHAL,HINDISTAN CEVIZI,adet,29.0,32.0,30.5
14302,06/01/2024,MEYVE,ARMUT  S.MARIA,kg,26.0,58.0,42.0
14303,06/01/2024,MEYVE,CILEK,kg,25.0,68.0,46.5
14304,06/01/2024,MEYVE,ELMA  AMASYA,kg,18.0,35.0,26.5
14305,06/01/2024,MEYVE,ELMA  STARKING,kg,14.0,36.0,25.0
14306,06/01/2024,MEYVE,ERİK  CAN,kg,28.0,42.0,35.0
14307,06/01/2024,MEYVE,ERIK  MURDUM,kg,50.0,75.0,62.5
14308,06/01/2024,MEYVE,GREYFURT,kg,5.0,10.0,7.5
14309,06/01/2024,SEBZE,KAVUN DİĞER,kg,10.0,29.0,19.5
14310,06/01/2024,SEBZE,KARPUZ,kg,6.0,13.0,9.5
14311,06/01/2024,MEYVE,NAR,kg,60.0,90.0,75.0
14312,06/01/2024,MEYVE,KIRAZ  ,kg,60.0,95.0,77.5
14313,06/01/2024,MEYVE,KAYISI ,kg,23.0,45.0,34.0
14314,06/01/2024,MEYVE,MALTA,kg,25.0,35.0,30.0
14315,06/01/2024,İTHAL,SARIMSAK  İTHAL,kg,80.0,173.0,126.5
14316,06/01/2024,MEYVE,PORTAKAL WASHINGTON,kg,12.0,20.0,16.0
14317,06/01/2024,MEYVE,ÜZÜM  BEYAZ,kg,45.0,75.0,60.0
14318,06/01/2024,SEBZE,BİBER  ŞİLİ,kg,29.0,42.0,35.5
14319,06/01/2024,SEBZE,BİBER  MEKSİKA,kg,34.0,50.0,42.0
14320,06/01/2024,MEYVE,ÜZÜM  SİYAH,kg,32.0,90.0,61.0
14321,06/01/2024,MEYVE,KAYISI  MALATYA,kg,35.0,55.0,45.0
14322,06/01/2024,SEBZE,ALABAŞ,kg,8.0,24.0,16.0
14323,06/01/2024,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,24.0,38.0,31.0
14324,06/01/2024,SEBZE,DOMATES PEMBE,kg,14.0,32.0,23.0
14325,06/01/2024,SEBZE,HAVUÇ(TAKOZ),kg,10.0,23.0,16.5
14326,06/01/2024,MEYVE,LİMON LAMAS,kg,13.0,30.0,21.5
14327,06/01/2024,SEBZE,PATATES TAZE,kg,8.0,15.0,11.5
14328,06/01/2024,SEBZE,MANTAR (İSTİRİDYE),kg,80.0,132.0,106.0
14329,06/01/2024,SEBZE,BİBER KÖY(MAZO),kg,12.0,28.0,20.0
14330,06/01/2024,SEBZE,LAHANA KARA,kg,6.0,18.0,12.0
14331,06/01/2024,MEYVE,ELMA FUJİ,kg,15.0,40.0,27.5
14332,06/01/2024,SEBZE,DOMATES (KOKTEYL),kg,23.0,36.0,29.5
14333,06/01/2024,MEYVE,LİMON  YENİ (MAYER),kg,12.0,28.0,20.0
14334,06/01/2024,MEYVE,ÜZÜM  RED GLOBE,kg,50.0,110.0,80.0
14335,06/01/2024,MEYVE,ELMA GSMİT,kg,15.0,42.0,28.5
14336,06/01/2024,İTHAL,ELMA STARKING(İTHAL),kg,25.0,52.0,38.5
14337,06/01/2024,SEBZE,SALATALIK  SİLOR,kg,10.0,22.0,16.0
14338,06/01/2024,MEYVE,HÜNNAP,kg,19.0,35.0,27.0
14339,06/01/2024,MEYVE,ELMA  ARJANTİN,kg,15.0,43.0,29.0
14340,06/01/2024,MEYVE,PORTAKAL   FINIKE,kg,10.0,18.0,14.0
14341,06/01/2024,MEYVE,NEKTARIN KIRMIZI,kg,20.0,50.0,35.0
14342,06/01/2024,SEBZE,BROKOLI,kg,10.0,33.0,21.5
14343,06/01/2024,MEYVE,PORTAKAL  SIKMALIK,kg,8.0,19.0,13.5
14344,06/01/2024,MEYVE,ŞEFTALI,kg,12.0,40.0,26.0
14345,06/03/2024,SEBZE,DOMATES (KOKTEYL),kg,23.0,36.0,29.5
14346,06/03/2024,MEYVE,ARMUT  S.MARIA,kg,26.0,58.0,42.0
14347,06/03/2024,MEYVE,CILEK,kg,25.0,68.0,46.5
14348,06/03/2024,MEYVE,ELMA  AMASYA,kg,18.0,35.0,26.5
14349,06/03/2024,MEYVE,ELMA  STARKING,kg,14.0,36.0,25.0
14350,06/03/2024,MEYVE,ERİK  CAN,kg,28.0,42.0,35.0
14351,06/03/2024,MEYVE,ERIK  MURDUM,kg,50.0,75.0,62.5
14352,06/03/2024,MEYVE,GREYFURT,kg,5.0,10.0,7.5
14353,06/03/2024,SEBZE,KAVUN DİĞER,kg,10.0,29.0,19.5
14354,06/03/2024,SEBZE,KARPUZ,kg,6.0,13.0,9.5
14355,06/03/2024,MEYVE,NAR,kg,60.0,90.0,75.0
14356,06/03/2024,MEYVE,KIRAZ  ,kg,60.0,95.0,77.5
14357,06/03/2024,MEYVE,KAYISI ,kg,23.0,45.0,34.0
14358,06/03/2024,MEYVE,MALTA,kg,25.0,35.0,30.0
14359,06/03/2024,MEYVE,MANDALİNA,kg,19.0,40.0,29.5
14360,06/03/2024,MEYVE,MUZ  YERLI,kg,25.0,50.0,37.5
14361,06/03/2024,MEYVE,PORTAKAL  ,kg,10.0,19.0,14.5
14362,06/03/2024,MEYVE,PORTAKAL  VALENCIA,kg,8.0,19.0,13.5
14363,06/03/2024,İTHAL,KIVI  İTHAL,kg,50.0,90.0,70.0
14364,06/03/2024,MEYVE,LİMON DİĞER ,kg,12.0,27.0,19.5
14365,06/03/2024,SEBZE,Y.MAYDONOZ,bağ,3.0,6.0,4.5
14366,06/03/2024,SEBZE,Y.DEREOTU,bağ,3.0,8.0,5.5
14367,06/03/2024,SEBZE,Y.ROKA,bağ,3.0,6.0,4.5
14368,06/03/2024,SEBZE,Y.TERE,bağ,5.0,6.0,5.5
14369,06/03/2024,SEBZE,Y.NANE,bağ,3.0,6.0,4.5
14370,06/03/2024,MEYVE,ERİK  PAPAZ,kg,40.0,65.0,52.5
14371,06/03/2024,MEYVE,ERİK  ANJELIKA,kg,46.0,85.0,65.5
14372,06/03/2024,MEYVE,ELMA GSMIT(İYİ TARIM),kg,20.0,40.0,30.0
14373,06/03/2024,MEYVE,ELMA  GOLDEN,kg,16.0,40.0,28.0
14374,06/03/2024,SEBZE,KAVUN  SERA,kg,12.0,24.0,18.0
14375,06/03/2024,MEYVE,NEKTARIN  BEYAZ,kg,19.0,40.0,29.5
14376,06/03/2024,İTHAL,AVAKADO,adet,29.0,65.0,47.0
14377,06/03/2024,İTHAL,ANANAS,adet,32.0,70.0,51.0
14378,06/03/2024,İTHAL,MUZ  ITHAL,kg,40.0,80.0,60.0
14379,06/03/2024,İTHAL,HINDISTAN CEVIZI,adet,29.0,32.0,30.5
14380,06/03/2024,MEYVE,PORTAKAL   FINIKE,kg,10.0,18.0,14.0
14381,06/03/2024,MEYVE,NEKTARIN KIRMIZI,kg,20.0,50.0,35.0
14382,06/03/2024,SEBZE,BROKOLI,kg,10.0,33.0,21.5
14383,06/03/2024,MEYVE,PORTAKAL  SIKMALIK,kg,8.0,19.0,13.5
14384,06/03/2024,MEYVE,ŞEFTALI,kg,12.0,40.0,26.0
14385,06/03/2024,MEYVE,KIRAZ  SALIHLI,kg,75.0,110.0,92.5
14386,06/03/2024,MEYVE,MUŞMULA,kg,15.0,25.0,20.0
14387,06/03/2024,SEBZE,Y.REYHAN,adet,8.0,22.0,15.0
14388,06/03/2024,SEBZE,BAKLA,kg,11.0,26.0,18.5
14389,06/03/2024,SEBZE,BORULCE,kg,80.0,115.0,97.5
14390,06/03/2024,SEBZE,BEZELYE,kg,12.0,22.0,17.0
14391,06/03/2024,SEBZE,BİBER  SİVRİ,kg,12.0,28.0,20.0
14392,06/03/2024,SEBZE,BİBER  DOLMA,kg,13.0,25.0,19.0
14393,06/03/2024,SEBZE,ENGINAR,adet,10.0,14.0,12.0
14394,06/03/2024,SEBZE,FASULYE   AYSE,kg,15.0,38.0,26.5
14395,06/03/2024,SEBZE,FASULYE   CALI,kg,14.0,35.0,24.5
14396,06/03/2024,SEBZE,BARBUNYA TAZE,kg,35.0,82.0,58.5
14397,06/03/2024,SEBZE,HAVUÇ,kg,10.0,24.0,17.0
14398,06/03/2024,SEBZE,ISPANAK,kg,9.0,22.0,15.5
14399,06/03/2024,SEBZE,KABAK TAZE,kg,7.0,13.0,10.0
14400,06/03/2024,SEBZE,KABAK  BAL,kg,9.0,19.0,14.0
14401,06/03/2024,SEBZE,KEREVIZ,kg,6.0,26.0,16.0
14402,06/03/2024,SEBZE,MARUL,adet,10.0,23.0,16.5
14403,06/03/2024,SEBZE,PATLICAN  UZUN,kg,11.0,25.0,18.0
14404,06/03/2024,SEBZE,MARUL AYSBERG,adet,12.0,24.0,18.0
14405,06/03/2024,SEBZE,LAHANA  BEYAZ,kg,4.0,6.0,5.0
14406,06/03/2024,SEBZE,PATLICAN TOPAN,kg,12.0,25.0,18.5
14407,06/03/2024,SEBZE,PANCAR,kg,5.0,10.0,7.5
14408,06/03/2024,SEBZE,SOĞAN   TAZE,kg,20.0,45.0,32.5
14409,06/03/2024,SEBZE,SOĞAN   KURU,kg,6.0,11.0,8.5
14410,06/03/2024,SEBZE,LAHANA  KIRMIZI,kg,7.0,16.0,11.5
14411,06/03/2024,SEBZE,KARNABAHAR,kg,8.0,17.0,12.5
14412,06/03/2024,SEBZE,TURP  KIRMIZI,kg,8.0,20.0,14.0
14413,06/03/2024,SEBZE,SEMIZ OTU,adet,4.0,15.0,9.5
14414,06/03/2024,SEBZE,YAPRAK TAZE,kg,26.0,60.0,43.0
14415,06/03/2024,SEBZE,SARIMSAK  TAZE,kg,21.0,40.0,30.5
14416,06/03/2024,SEBZE,SARIMSAK  KURU,kg,55.0,105.0,80.0
14417,06/03/2024,SEBZE,PATATES  CALMA,kg,8.0,17.0,12.5
14418,06/03/2024,SEBZE,BİBER ÇARLİSTON,kg,12.0,30.0,21.0
14419,06/03/2024,SEBZE,MANTAR,kg,53.0,90.0,71.5
14420,06/03/2024,SEBZE,SOĞAN   KIRMIZI,kg,14.0,37.0,25.5
14421,06/03/2024,SEBZE,BİBER KIRMIZI,kg,13.0,28.0,20.5
14422,06/03/2024,SEBZE,PIRASA,kg,6.0,20.0,13.0
14423,06/03/2024,SEBZE,PAZI,adet,6.0,17.0,11.5
14424,06/03/2024,SEBZE,BİBER  KIL ACI,kg,19.0,42.0,30.5
14425,06/03/2024,SEBZE,LAHANA  BURUKSEL,kg,18.0,33.0,25.5
14426,06/03/2024,SEBZE,DOMATES (DİĞER),kg,9.0,19.0,14.0
14427,06/03/2024,SEBZE,SALATALIK ,kg,10.0,22.0,16.0
14428,06/03/2024,SEBZE,DOMATES  SALKIM,kg,9.0,17.0,13.0
14429,06/03/2024,SEBZE,TURP  SIYAH,kg,5.0,11.0,8.0
14430,06/03/2024,SEBZE,MARUL KIVIRCIK,adet,8.0,17.0,12.5
14431,06/03/2024,SEBZE,ACUR,kg,40.0,50.0,45.0
14432,06/03/2024,SEBZE,YERELMASI,kg,8.0,22.0,15.0
14433,06/03/2024,SEBZE,DENIZ BÖRÜLCESİ,adet,2.0,4.0,3.0
14434,06/03/2024,İTHAL,MANGO,adet,40.0,62.0,51.0
