,URUN_ADI,ORTALAMA_FIYAT,YIL,SEZON
8441,SALATALIK  SİLOR,13.0,2024,Spring
8442,KARPUZ,13.0,2024,Spring
8443,SALATALIK  SİLOR,13.0,2024,Spring
8444,DOMATES  SALKIM,11.0,2024,Spring
8445,KARPUZ,11.0,2024,Spring
8446,DOMATES  SALKIM,11.0,2024,Spring
8447,KARPUZ,11.0,2024,Spring
8448,SALATALIK  SİLOR,13.0,2024,Spring
8449,DOMATES  SALKIM,12.0,2024,Spring
8450,SALATALIK  SİLOR,13.0,2024,Spring
8451,KARPUZ,9.5,2024,Spring
8452,DOMATES  SALKIM,12.0,2024,Spring
8453,KARPUZ,9.5,2024,Spring
8454,SALATALIK  SİLOR,13.0,2024,Spring
8455,DOMATES  SALKIM,13.0,2024,Summer
8456,KARPUZ,9.5,2024,Summer
8457,SALATALIK  SİLOR,16.0,2024,Summer
8458,KARPUZ,9.5,2024,Summer
8459,DOMATES  SALKIM,13.0,2024,Summer
8460,SALATALIK  SİLOR,16.0,2024,Summer
8461,DOMATES  SALKIM,15.0,2024,Summer
8462,KARPUZ,9.5,2024,Summer
8463,SALATALIK  SİLOR,16.0,2024,Summer
8464,DOMATES  SALKIM,16.0,2024,Summer
8465,SALATALIK  SİLOR,17.5,2024,Summer
8466,KARPUZ,9.5,2024,Summer
8467,SALATALIK  SİLOR,19.0,2024,Summer
8468,DOMATES  SALKIM,17.0,2024,Summer
8469,KARPUZ,9.5,2024,Summer
8470,DOMATES  SALKIM,17.0,2024,Summer
8471,KARPUZ,10.0,2024,Summer
8472,SALATALIK  SİLOR,16.0,2024,Summer
8473,KARPUZ,11.0,2024,Summer
8474,DOMATES  SALKIM,17.5,2024,Summer
8475,SALATALIK  SİLOR,17.5,2024,Summer
8476,KARPUZ,11.0,2024,Summer
8477,DOMATES  SALKIM,17.5,2024,Summer
8478,SALATALIK  SİLOR,17.5,2024,Summer
8479,KARPUZ,13.0,2024,Summer
8480,DOMATES  SALKIM,19.0,2024,Summer
8481,SALATALIK  SİLOR,20.0,2024,Summer
8482,KARPUZ,12.0,2024,Summer
8483,DOMATES  SALKIM,20.0,2024,Summer
8484,SALATALIK  SİLOR,20.0,2024,Summer
8485,KARPUZ,11.0,2024,Summer
8486,DOMATES  SALKIM,21.0,2024,Summer
8487,SALATALIK  SİLOR,20.0,2024,Summer
8488,KARPUZ,11.0,2024,Summer
8489,DOMATES  SALKIM,21.0,2024,Summer
8490,SALATALIK  SİLOR,19.0,2024,Summer
8491,KARPUZ,11.0,2024,Summer
8492,DOMATES  SALKIM,20.0,2024,Summer
8493,SALATALIK  SİLOR,19.0,2024,Summer
8494,SALATALIK  SİLOR,19.0,2024,Summer
8495,KARPUZ,14.0,2024,Summer
8496,DOMATES  SALKIM,20.0,2024,Summer
8497,DOMATES  SALKIM,21.5,2024,Summer
8498,SALATALIK  SİLOR,20.0,2024,Summer
8499,KARPUZ,14.0,2024,Summer
8500,SALATALIK  SİLOR,20.0,2024,Summer
8501,KARPUZ,16.0,2024,Summer
8502,DOMATES  SALKIM,21.5,2024,Summer
8503,DOMATES  SALKIM,24.0,2024,Summer
8504,SALATALIK  SİLOR,22.0,2024,Summer
8505,KARPUZ,16.0,2024,Summer
8506,DOMATES  SALKIM,21.0,2024,Summer
8507,KARPUZ,16.0,2024,Summer
8508,SALATALIK  SİLOR,21.0,2024,Summer
8509,DOMATES  SALKIM,19.0,2024,Summer
8510,SALATALIK  SİLOR,21.0,2024,Summer
8511,KARPUZ,15.0,2024,Summer
8512,KARPUZ,15.0,2024,Summer
8513,DOMATES  SALKIM,20.0,2024,Summer
8514,SALATALIK  SİLOR,21.0,2024,Summer
8515,DOMATES  SALKIM,20.0,2024,Summer
8516,KARPUZ,15.0,2024,Summer
8517,SALATALIK  SİLOR,23.0,2024,Summer
8518,DOMATES  SALKIM,20.0,2024,Summer
8519,SALATALIK  SİLOR,25.0,2024,Summer
8520,KARPUZ,15.0,2024,Summer
8521,DOMATES  SALKIM,22.5,2024,Summer
8522,KARPUZ,15.0,2024,Summer
8523,SALATALIK  SİLOR,22.5,2024,Summer
8524,KARPUZ,15.0,2024,Summer
8525,DOMATES  SALKIM,22.5,2024,Summer
8526,SALATALIK  SİLOR,22.5,2024,Summer
8527,KARPUZ,18.0,2024,Summer
8528,DOMATES  SALKIM,22.5,2024,Summer
8529,SALATALIK  SİLOR,22.5,2024,Summer
8530,SALATALIK  SİLOR,22.5,2024,Summer
8531,DOMATES  SALKIM,22.5,2024,Summer
8532,KARPUZ,18.0,2024,Summer
8533,SALATALIK  SİLOR,22.5,2024,Summer
8534,KARPUZ,16.5,2024,Summer
8535,DOMATES  SALKIM,22.5,2024,Summer
8536,KARPUZ,16.5,2024,Summer
8537,DOMATES  SALKIM,22.5,2024,Summer
8538,SALATALIK  SİLOR,22.5,2024,Summer
8539,DOMATES  SALKIM,22.5,2024,Summer
8540,KARPUZ,16.5,2024,Summer
8541,SALATALIK  SİLOR,22.5,2024,Summer
8542,DOMATES  SALKIM,22.5,2024,Summer
8543,SALATALIK  SİLOR,22.5,2024,Summer
8544,KARPUZ,16.5,2024,Summer
8545,DOMATES  SALKIM,22.5,2024,Summer
8546,KARPUZ,16.5,2024,Summer
8547,SALATALIK  SİLOR,22.5,2024,Summer
8548,DOMATES  SALKIM,22.5,2024,Summer
8549,SALATALIK  SİLOR,20.0,2024,Summer
8550,KARPUZ,16.5,2024,Summer
8551,DOMATES  SALKIM,27.5,2024,Summer
8552,KARPUZ,16.5,2024,Summer
8553,SALATALIK  SİLOR,20.0,2024,Summer
8554,DOMATES  SALKIM,27.5,2024,Summer
8555,KARPUZ,19.0,2024,Summer
8556,SALATALIK  SİLOR,20.0,2024,Summer
8557,DOMATES  SALKIM,27.5,2024,Summer
8558,KARPUZ,16.5,2024,Summer
8559,SALATALIK  SİLOR,17.5,2024,Summer
8560,DOMATES  SALKIM,27.5,2024,Summer
8561,SALATALIK  SİLOR,17.5,2024,Summer
8562,KARPUZ,16.5,2024,Summer
8563,DOMATES  SALKIM,27.5,2024,Summer
8564,SALATALIK  SİLOR,17.5,2024,Summer
8565,KARPUZ,16.5,2024,Summer
8566,KARPUZ,16.5,2024,Summer
8567,DOMATES  SALKIM,30.0,2024,Summer
8568,SALATALIK  SİLOR,17.5,2024,Summer
8569,DOMATES  SALKIM,30.0,2024,Summer
8570,SALATALIK  SİLOR,17.5,2024,Summer
8571,KARPUZ,11.5,2024,Summer
8572,KARPUZ,11.5,2024,Summer
8573,DOMATES  SALKIM,30.0,2024,Summer
8574,SALATALIK  SİLOR,17.5,2024,Summer
8575,SALATALIK  SİLOR,17.5,2024,Summer
8576,KARPUZ,13.0,2024,Summer
8577,DOMATES  SALKIM,30.0,2024,Summer
8578,DOMATES  SALKIM,30.0,2024,Summer
8579,SALATALIK  SİLOR,17.5,2024,Summer
8580,KARPUZ,13.0,2024,Summer
8581,KARPUZ,10.0,2024,Summer
8582,DOMATES  SALKIM,30.0,2024,Summer
8583,SALATALIK  SİLOR,17.5,2024,Summer
8584,KARPUZ,10.0,2024,Summer
8585,DOMATES  SALKIM,30.0,2024,Summer
8586,SALATALIK  SİLOR,17.5,2024,Summer
8587,DOMATES  SALKIM,25.0,2024,Summer
8588,SALATALIK  SİLOR,17.5,2024,Summer
8589,KARPUZ,10.0,2024,Summer
8590,DOMATES  SALKIM,22.5,2024,Summer
8591,KARPUZ,11.5,2024,Summer
8592,SALATALIK  SİLOR,15.0,2024,Summer
8593,KARPUZ,11.5,2024,Summer
8594,SALATALIK  SİLOR,17.5,2024,Summer
8595,DOMATES  SALKIM,22.5,2024,Summer
8596,DOMATES  SALKIM,22.5,2024,Summer
8597,KARPUZ,11.5,2024,Summer
8598,SALATALIK  SİLOR,17.5,2024,Summer
8599,KARPUZ,11.5,2024,Summer
8600,DOMATES  SALKIM,22.5,2024,Summer
8601,SALATALIK  SİLOR,18.5,2024,Summer
8602,KARPUZ,11.5,2024,Summer
8603,DOMATES  SALKIM,22.5,2024,Summer
8604,SALATALIK  SİLOR,18.5,2024,Summer
8605,DOMATES  SALKIM,22.5,2024,Summer
8606,SALATALIK  SİLOR,18.5,2024,Summer
8607,KARPUZ,11.5,2024,Summer
8608,SALATALIK  SİLOR,20.0,2024,Summer
8609,DOMATES  SALKIM,22.5,2024,Summer
8610,KARPUZ,11.5,2024,Summer
8611,DOMATES  SALKIM,22.5,2024,Summer
8612,SALATALIK  SİLOR,17.5,2024,Summer
8613,KARPUZ,11.5,2024,Summer
8614,KARPUZ,14.0,2024,Summer
8615,DOMATES  SALKIM,22.5,2024,Summer
8616,SALATALIK  SİLOR,25.0,2024,Summer
8617,KARPUZ,14.0,2024,Summer
8618,DOMATES  SALKIM,27.5,2024,Summer
8619,SALATALIK  SİLOR,25.0,2024,Summer
8620,DOMATES  SALKIM,27.5,2024,Summer
8621,KARPUZ,14.0,2024,Summer
8622,SALATALIK  SİLOR,46.0,2024,Summer
8623,SALATALIK  SİLOR,41.0,2024,Summer
8624,KARPUZ,14.0,2024,Summer
8625,DOMATES  SALKIM,27.5,2024,Summer
8626,DOMATES  SALKIM,30.0,2024,Summer
8627,SALATALIK  SİLOR,41.0,2024,Summer
8628,KARPUZ,14.0,2024,Summer
8629,DOMATES  SALKIM,30.0,2024,Summer
8630,KARPUZ,14.0,2024,Summer
8631,SALATALIK  SİLOR,36.0,2024,Summer
8632,SALATALIK  SİLOR,33.5,2024,Summer
8633,KARPUZ,14.0,2024,Summer
8634,DOMATES  SALKIM,30.0,2024,Summer
8635,DOMATES  SALKIM,22.5,2024,Summer
8636,SALATALIK  SİLOR,31.0,2024,Summer
8637,KARPUZ,10.0,2024,Summer
8638,DOMATES  SALKIM,27.5,2024,Summer
8639,SALATALIK  SİLOR,37.5,2024,Summer
8640,KARPUZ,10.0,2024,Summer
8641,DOMATES  SALKIM,25.0,2024,Summer
8642,SALATALIK  SİLOR,25.0,2024,Summer
8643,KARPUZ,10.0,2024,Summer
8644,SALATALIK  SİLOR,25.0,2024,Summer
8645,KARPUZ,8.5,2024,Summer
8646,DOMATES  SALKIM,25.0,2024,Summer
8647,DOMATES  SALKIM,20.0,2024,Summer
8648,KARPUZ,8.5,2024,Summer
8649,SALATALIK  SİLOR,25.0,2024,Summer
8650,DOMATES  SALKIM,24.0,2024,Summer
8651,KARPUZ,8.5,2024,Summer
8652,SALATALIK  SİLOR,25.0,2024,Summer
8653,DOMATES  SALKIM,25.0,2024,Summer
8654,KARPUZ,8.5,2024,Summer
8655,SALATALIK  SİLOR,25.0,2024,Summer
8656,DOMATES  SALKIM,25.0,2024,Summer
8657,SALATALIK  SİLOR,25.0,2024,Summer
8658,KARPUZ,8.5,2024,Summer
8659,DOMATES  SALKIM,27.5,2024,Summer
8660,SALATALIK  SİLOR,27.5,2024,Summer
8661,KARPUZ,8.5,2024,Summer
8662,DOMATES  SALKIM,27.5,2024,Summer
8663,SALATALIK  SİLOR,25.0,2024,Summer
8664,KARPUZ,8.5,2024,Summer
8665,DOMATES  SALKIM,27.5,2024,Summer
8666,KARPUZ,8.5,2024,Summer
8667,SALATALIK  SİLOR,27.5,2024,Summer
8668,DOMATES  SALKIM,25.0,2024,Summer
8669,KARPUZ,8.5,2024,Summer
8670,SALATALIK  SİLOR,27.5,2024,Summer
8671,KARPUZ,8.5,2024,Summer
8672,DOMATES  SALKIM,25.0,2024,Summer
8673,SALATALIK  SİLOR,27.5,2024,Summer
8674,KARPUZ,11.5,2024,Summer
8675,DOMATES  SALKIM,22.5,2024,Summer
8676,SALATALIK  SİLOR,27.5,2024,Summer
8677,KARPUZ,12.5,2024,Summer
8678,DOMATES  SALKIM,20.0,2024,Summer
8679,SALATALIK  SİLOR,27.5,2024,Summer
8680,DOMATES  SALKIM,21.0,2024,Summer
8681,SALATALIK  SİLOR,27.5,2024,Summer
8682,KARPUZ,12.5,2024,Summer
8683,KARPUZ,11.5,2024,Fall
8684,DOMATES  SALKIM,20.0,2024,Fall
8685,SALATALIK  SİLOR,25.0,2024,Fall
8686,KARPUZ,10.0,2024,Fall
8687,DOMATES  SALKIM,22.5,2024,Fall
8688,SALATALIK  SİLOR,25.0,2024,Fall
8689,DOMATES  SALKIM,22.5,2024,Fall
8690,KARPUZ,10.0,2024,Fall
8691,SALATALIK  SİLOR,25.0,2024,Fall
8692,DOMATES  SALKIM,22.5,2024,Fall
8693,KARPUZ,10.0,2024,Fall
8694,SALATALIK  SİLOR,25.0,2024,Fall
8695,DOMATES  SALKIM,22.5,2024,Fall
8696,KARPUZ,10.0,2024,Fall
8697,SALATALIK  SİLOR,25.0,2024,Fall
8698,DOMATES  SALKIM,25.0,2024,Fall
8699,SALATALIK  SİLOR,25.0,2024,Fall
8700,KARPUZ,12.5,2024,Fall
8701,KARPUZ,12.5,2024,Fall
8702,SALATALIK  SİLOR,23.5,2024,Fall
8703,DOMATES  SALKIM,22.5,2024,Fall
8704,DOMATES  SALKIM,22.5,2024,Fall
8705,SALATALIK  SİLOR,23.5,2024,Fall
8706,KARPUZ,12.5,2024,Fall
8707,KARPUZ,12.5,2024,Fall
8708,SALATALIK  SİLOR,23.5,2024,Fall
8709,DOMATES  SALKIM,22.5,2024,Fall
8710,DOMATES  SALKIM,20.0,2024,Fall
8711,SALATALIK  SİLOR,26.5,2024,Fall
8712,KARPUZ,12.5,2024,Fall
8713,KARPUZ,12.5,2024,Fall
8714,DOMATES  SALKIM,20.0,2024,Fall
8715,SALATALIK  SİLOR,26.5,2024,Fall
8716,DOMATES  SALKIM,24.0,2024,Fall
8717,SALATALIK  SİLOR,23.5,2024,Fall
8718,KARPUZ,11.5,2024,Fall
8719,SALATALIK  SİLOR,22.5,2024,Fall
8720,DOMATES  SALKIM,24.0,2024,Fall
8721,KARPUZ,11.5,2024,Fall
8722,KARPUZ,8.5,2024,Fall
8723,SALATALIK  SİLOR,22.5,2024,Fall
8724,DOMATES  SALKIM,24.0,2024,Fall
8725,SALATALIK  SİLOR,22.5,2024,Fall
8726,KARPUZ,8.5,2024,Fall
8727,DOMATES  SALKIM,24.0,2024,Fall
8728,KARPUZ,8.5,2024,Fall
8729,DOMATES  SALKIM,24.0,2024,Fall
8730,SALATALIK  SİLOR,22.5,2024,Fall
8731,KARPUZ,8.5,2024,Fall
8732,DOMATES  SALKIM,24.0,2024,Fall
8733,SALATALIK  SİLOR,22.5,2024,Fall
8734,DOMATES  SALKIM,27.5,2024,Fall
8735,SALATALIK  SİLOR,20.0,2024,Fall
8736,KARPUZ,8.5,2024,Fall
8737,DOMATES  SALKIM,32.5,2024,Fall
8738,KARPUZ,8.5,2024,Fall
8739,SALATALIK  SİLOR,18.5,2024,Fall
8740,SALATALIK  SİLOR,18.5,2024,Fall
8741,DOMATES  SALKIM,32.5,2024,Fall
8742,KARPUZ,8.5,2024,Fall
8743,SALATALIK  SİLOR,18.5,2024,Fall
8744,KARPUZ,8.5,2024,Fall
8745,DOMATES  SALKIM,32.5,2024,Fall
8746,DOMATES  SALKIM,30.0,2024,Fall
8747,KARPUZ,8.5,2024,Fall
8748,SALATALIK  SİLOR,21.0,2024,Fall
8749,SALATALIK  SİLOR,21.0,2024,Fall
8750,KARPUZ,8.5,2024,Fall
8751,DOMATES  SALKIM,29.0,2024,Fall
8752,KARPUZ,8.5,2024,Fall
8753,DOMATES  SALKIM,29.0,2024,Fall
8754,SALATALIK  SİLOR,21.0,2024,Fall
8755,SALATALIK  SİLOR,21.0,2024,Fall
8756,KARPUZ,8.5,2024,Fall
8757,DOMATES  SALKIM,22.5,2024,Fall
8758,KARPUZ,8.5,2024,Fall
8759,DOMATES  SALKIM,22.5,2024,Fall
8760,SALATALIK  SİLOR,21.0,2024,Fall
8761,DOMATES  SALKIM,27.5,2024,Fall
8762,SALATALIK  SİLOR,21.0,2024,Fall
8763,KARPUZ,8.5,2024,Fall
8764,DOMATES  SALKIM,27.5,2024,Fall
8765,SALATALIK  SİLOR,21.0,2024,Fall
8766,KARPUZ,8.5,2024,Fall
8767,KARPUZ,10.0,2024,Fall
8768,DOMATES  SALKIM,27.5,2024,Fall
8769,SALATALIK  SİLOR,21.0,2024,Fall
8770,DOMATES  SALKIM,27.5,2024,Fall
8771,KARPUZ,10.0,2024,Fall
8772,SALATALIK  SİLOR,21.0,2024,Fall
8773,KARPUZ,10.0,2024,Fall
8774,DOMATES  SALKIM,27.5,2024,Fall
8775,SALATALIK  SİLOR,23.5,2024,Fall
8776,DOMATES  SALKIM,27.5,2024,Fall
8777,KARPUZ,10.0,2024,Fall
8778,SALATALIK  SİLOR,23.5,2024,Fall
8779,KARPUZ,10.0,2024,Fall
8780,DOMATES  SALKIM,27.5,2024,Fall
8781,SALATALIK  SİLOR,23.5,2024,Fall
8782,DOMATES  SALKIM,32.5,2024,Fall
8783,SALATALIK  SİLOR,26.0,2024,Fall
8784,KARPUZ,10.0,2024,Fall
8785,DOMATES  SALKIM,32.5,2024,Fall
8786,KARPUZ,10.0,2024,Fall
8787,SALATALIK  SİLOR,26.0,2024,Fall
8788,SALATALIK  SİLOR,26.0,2024,Fall
8789,DOMATES  SALKIM,32.5,2024,Fall
8790,KARPUZ,10.0,2024,Fall
8791,KARPUZ,10.0,2024,Fall
8792,DOMATES  SALKIM,32.5,2024,Fall
8793,SALATALIK  SİLOR,26.0,2024,Fall
8794,SALATALIK  SİLOR,26.0,2024,Fall
8795,KARPUZ,10.0,2024,Fall
8796,DOMATES  SALKIM,32.5,2024,Fall
8797,KARPUZ,10.0,2024,Fall
8798,DOMATES  SALKIM,35.0,2024,Fall
8799,SALATALIK  SİLOR,26.0,2024,Fall
8800,DOMATES  SALKIM,35.0,2024,Fall
8801,SALATALIK  SİLOR,26.0,2024,Fall
8802,KARPUZ,10.0,2024,Fall
8803,SALATALIK  SİLOR,26.0,2024,Fall
8804,KARPUZ,10.0,2024,Fall
8805,DOMATES  SALKIM,32.5,2024,Fall
8806,KARPUZ,10.0,2024,Fall
8807,DOMATES  SALKIM,32.5,2024,Fall
8808,SALATALIK  SİLOR,26.0,2024,Fall
8809,KARPUZ,10.0,2024,Fall
8810,DOMATES  SALKIM,32.5,2024,Fall
8811,SALATALIK  SİLOR,26.0,2024,Fall
8812,DOMATES  SALKIM,32.5,2024,Fall
8813,SALATALIK  SİLOR,26.0,2024,Fall
8814,KARPUZ,10.0,2024,Fall
8815,DOMATES  SALKIM,32.5,2024,Fall
8816,SALATALIK  SİLOR,26.0,2024,Fall
8817,KARPUZ,10.0,2024,Fall
8818,DOMATES  SALKIM,32.5,2024,Fall
8819,SALATALIK  SİLOR,26.0,2024,Fall
8820,KARPUZ,10.0,2024,Fall
8821,DOMATES  SALKIM,32.5,2024,Fall
8822,SALATALIK  SİLOR,37.5,2024,Fall
8823,KARPUZ,15.0,2024,Fall
8824,KARPUZ,15.0,2024,Fall
8825,DOMATES  SALKIM,32.5,2024,Fall
8826,SALATALIK  SİLOR,37.5,2024,Fall
8827,SALATALIK  SİLOR,37.5,2024,Fall
8828,DOMATES  SALKIM,32.5,2024,Fall
8829,KARPUZ,15.0,2024,Fall
8830,DOMATES  SALKIM,40.0,2024,Fall
8831,SALATALIK  SİLOR,37.5,2024,Fall
8832,KARPUZ,15.0,2024,Fall
8833,SALATALIK  SİLOR,37.5,2024,Fall
8834,KARPUZ,15.0,2024,Fall
8835,DOMATES  SALKIM,40.0,2024,Fall
8836,DOMATES  SALKIM,40.0,2024,Fall
8837,SALATALIK  SİLOR,37.5,2024,Fall
8838,KARPUZ,15.0,2024,Fall
8839,DOMATES  SALKIM,40.0,2024,Fall
8840,SALATALIK  SİLOR,37.5,2024,Fall
8841,KARPUZ,15.0,2024,Fall
8842,KARPUZ,15.0,2024,Fall
8843,DOMATES  SALKIM,50.0,2024,Fall
8844,SALATALIK  SİLOR,42.5,2024,Fall
8845,DOMATES  SALKIM,50.0,2024,Fall
8846,SALATALIK  SİLOR,42.5,2024,Fall
8847,KARPUZ,15.0,2024,Fall
8848,DOMATES  SALKIM,50.0,2024,Fall
8849,SALATALIK  SİLOR,42.5,2024,Fall
8850,KARPUZ,15.0,2024,Fall
8851,DOMATES  SALKIM,50.0,2024,Fall
8852,SALATALIK  SİLOR,42.5,2024,Fall
8853,KARPUZ,15.0,2024,Fall
8854,DOMATES  SALKIM,50.0,2024,Fall
8855,SALATALIK  SİLOR,40.0,2024,Fall
8856,KARPUZ,15.0,2024,Fall
8857,KARPUZ,15.0,2024,Fall
8858,DOMATES  SALKIM,50.0,2024,Fall
8859,SALATALIK  SİLOR,40.0,2024,Fall
8860,DOMATES  SALKIM,50.0,2024,Fall
8861,SALATALIK  SİLOR,40.0,2024,Fall
8862,KARPUZ,15.0,2024,Fall
8863,KARPUZ,15.0,2024,Fall
8864,SALATALIK  SİLOR,40.0,2024,Fall
8865,DOMATES  SALKIM,50.0,2024,Fall
8866,DOMATES  SALKIM,50.0,2024,Fall
8867,SALATALIK  SİLOR,40.0,2024,Fall
8868,KARPUZ,15.0,2024,Fall
8869,DOMATES  SALKIM,50.0,2024,Fall
8870,SALATALIK  SİLOR,40.0,2024,Fall
8871,KARPUZ,15.0,2024,Fall
8872,DOMATES  SALKIM,50.0,2024,Fall
8873,SALATALIK  SİLOR,40.0,2024,Fall
8874,KARPUZ,15.0,2024,Fall
8875,DOMATES  SALKIM,50.0,2024,Fall
8876,SALATALIK  SİLOR,40.0,2024,Fall
8877,KARPUZ,15.0,2024,Fall
8878,DOMATES  SALKIM,52.5,2024,Fall
8879,SALATALIK  SİLOR,40.0,2024,Fall
8880,KARPUZ,15.0,2024,Fall
8881,KARPUZ,15.0,2024,Fall
8882,DOMATES  SALKIM,52.5,2024,Fall
8883,SALATALIK  SİLOR,40.0,2024,Fall
8884,DOMATES  SALKIM,52.5,2024,Fall
8885,KARPUZ,15.0,2024,Fall
8886,SALATALIK  SİLOR,40.0,2024,Fall
8887,DOMATES  SALKIM,52.5,2024,Fall
8888,SALATALIK  SİLOR,40.0,2024,Fall
8889,KARPUZ,15.0,2024,Fall
8890,KARPUZ,15.0,2024,Fall
8891,DOMATES  SALKIM,52.5,2024,Fall
8892,SALATALIK  SİLOR,40.0,2024,Fall
8893,DOMATES  SALKIM,52.5,2024,Fall
8894,SALATALIK  SİLOR,40.0,2024,Fall
8895,KARPUZ,15.0,2024,Fall
8896,DOMATES  SALKIM,52.5,2024,Fall
8897,SALATALIK  SİLOR,37.5,2024,Fall
8898,KARPUZ,15.0,2024,Fall
8899,DOMATES  SALKIM,52.5,2024,Fall
8900,SALATALIK  SİLOR,37.5,2024,Fall
8901,KARPUZ,15.0,2024,Fall
8902,KARPUZ,15.0,2024,Fall
8903,DOMATES  SALKIM,52.5,2024,Fall
8904,SALATALIK  SİLOR,37.5,2024,Fall
8905,SALATALIK  SİLOR,37.5,2024,Fall
8906,KARPUZ,15.0,2024,Fall
8907,DOMATES  SALKIM,52.5,2024,Fall
8908,KARPUZ,15.0,2024,Fall
8909,DOMATES  SALKIM,52.5,2024,Fall
8910,SALATALIK  SİLOR,37.5,2024,Fall
8911,KARPUZ,15.0,2024,Fall
8912,DOMATES  SALKIM,52.5,2024,Fall
8913,SALATALIK  SİLOR,40.0,2024,Fall
8914,KARPUZ,15.0,2024,Winter
8915,DOMATES  SALKIM,52.5,2024,Winter
8916,SALATALIK  SİLOR,37.5,2024,Winter
8917,SALATALIK  SİLOR,37.5,2024,Winter
8918,DOMATES  SALKIM,52.5,2024,Winter
8919,KARPUZ,15.0,2024,Winter
8920,DOMATES  SALKIM,47.5,2024,Winter
8921,SALATALIK  SİLOR,37.5,2024,Winter
8922,KARPUZ,15.0,2024,Winter
8923,KARPUZ,15.0,2024,Winter
8924,SALATALIK  SİLOR,37.5,2024,Winter
8925,DOMATES  SALKIM,47.5,2024,Winter
8926,DOMATES  SALKIM,47.5,2024,Winter
8927,KARPUZ,15.0,2024,Winter
8928,SALATALIK  SİLOR,37.5,2024,Winter
8929,KARPUZ,15.0,2024,Winter
8930,DOMATES  SALKIM,47.5,2024,Winter
8931,SALATALIK  SİLOR,37.5,2024,Winter
8932,DOMATES  SALKIM,47.5,2024,Winter
8933,SALATALIK  SİLOR,37.5,2024,Winter
8934,KARPUZ,15.0,2024,Winter
8935,DOMATES  SALKIM,47.5,2024,Winter
8936,SALATALIK  SİLOR,37.5,2024,Winter
8937,KARPUZ,15.0,2024,Winter
8938,SALATALIK  SİLOR,37.5,2024,Winter
8939,DOMATES  SALKIM,47.5,2024,Winter
8940,KARPUZ,15.0,2024,Winter
8941,SALATALIK  SİLOR,37.5,2024,Winter
8942,DOMATES  SALKIM,47.5,2024,Winter
8943,KARPUZ,15.0,2024,Winter
8944,DOMATES  SALKIM,47.5,2024,Winter
8945,SALATALIK  SİLOR,37.5,2024,Winter
8946,KARPUZ,15.0,2024,Winter
8947,DOMATES  SALKIM,47.5,2024,Winter
8948,KARPUZ,15.0,2024,Winter
8949,SALATALIK  SİLOR,37.5,2024,Winter
8950,DOMATES  SALKIM,47.5,2024,Winter
8951,SALATALIK  SİLOR,37.5,2024,Winter
8952,KARPUZ,15.0,2024,Winter
8953,KARPUZ,15.0,2024,Winter
8954,DOMATES  SALKIM,47.5,2024,Winter
8955,SALATALIK  SİLOR,37.5,2024,Winter
8956,KARPUZ,15.0,2024,Winter
8957,DOMATES  SALKIM,47.5,2024,Winter
8958,SALATALIK  SİLOR,37.5,2024,Winter
8959,KARPUZ,15.0,2024,Winter
8960,DOMATES  SALKIM,47.5,2024,Winter
8961,SALATALIK  SİLOR,37.5,2024,Winter
8962,KARPUZ,15.0,2024,Winter
8963,DOMATES  SALKIM,47.5,2024,Winter
8964,SALATALIK  SİLOR,37.5,2024,Winter
8965,DOMATES  SALKIM,47.5,2024,Winter
8966,SALATALIK  SİLOR,37.5,2024,Winter
8967,KARPUZ,15.0,2024,Winter
8968,DOMATES  SALKIM,47.5,2024,Winter
8969,SALATALIK  SİLOR,32.5,2024,Winter
8970,KARPUZ,15.0,2024,Winter
8971,KARPUZ,15.0,2024,Winter
8972,DOMATES  SALKIM,42.5,2024,Winter
8973,SALATALIK  SİLOR,32.5,2024,Winter
8974,DOMATES  SALKIM,42.5,2024,Winter
8975,SALATALIK  SİLOR,32.5,2024,Winter
8976,KARPUZ,15.0,2024,Winter
8977,DOMATES  SALKIM,42.5,2024,Winter
8978,SALATALIK  SİLOR,32.5,2024,Winter
8979,KARPUZ,15.0,2024,Winter
8980,SALATALIK  SİLOR,32.5,2024,Winter
8981,DOMATES  SALKIM,42.5,2024,Winter
8982,KARPUZ,15.0,2024,Winter
8983,DOMATES  SALKIM,47.5,2024,Winter
8984,SALATALIK  SİLOR,35.0,2024,Winter
8985,KARPUZ,20.0,2024,Winter
8986,DOMATES  SALKIM,45.0,2024,Winter
8987,SALATALIK  SİLOR,40.0,2024,Winter
8988,KARPUZ,27.5,2024,Winter
8989,DOMATES  SALKIM,45.0,2024,Winter
8990,SALATALIK  SİLOR,40.0,2024,Winter
8991,KARPUZ,27.5,2024,Winter
8992,SALATALIK  SİLOR,40.0,2025,Winter
8993,DOMATES  SALKIM,50.0,2025,Winter
8994,KARPUZ,27.5,2025,Winter
8995,SALATALIK  SİLOR,40.0,2025,Winter
8996,DOMATES  SALKIM,50.0,2025,Winter
8997,KARPUZ,27.5,2025,Winter
8998,SALATALIK  SİLOR,40.0,2025,Winter
8999,DOMATES  SALKIM,50.0,2025,Winter
9000,KARPUZ,27.5,2025,Winter
9001,SALATALIK  SİLOR,40.0,2025,Winter
9002,DOMATES  SALKIM,50.0,2025,Winter
9003,KARPUZ,27.5,2025,Winter
9004,SALATALIK  SİLOR,40.0,2025,Winter
9005,DOMATES  SALKIM,50.0,2025,Winter
9006,KARPUZ,27.5,2025,Winter
