_id,TARIH,MAL_TURU,MAL_ADI,BIRIM,ASGARI_UCRET,AZAMI_UCRET,ORTALAMA_UCRET
27005,2024-10-11T00:00:00,SEBZE,SOĞAN MOR,kg,15.0,30.0,22.5
27006,2024-10-11T00:00:00,SEBZE,TURP DİĞER,kg,6.0,15.0,10.5
27007,2024-10-11T00:00:00,SEBZE,SALATALIK ÇENGELKÖY,kg,15.0,40.0,27.5
27008,2024-10-11T00:00:00,SEBZE,Y.DEREOTU,bağ,3.0,8.0,5.5
27009,2024-10-11T00:00:00,SEBZE,Y.ROKA,bağ,3.0,6.0,4.5
27010,2024-10-11T00:00:00,SEBZE,Y.TERE,bağ,3.0,7.0,5
27011,2024-10-11T00:00:00,SEBZE,Y.NANE,bağ,3.0,6.0,4.5
27012,2024-10-11T00:00:00,MEYVE,INCIR,kg,40.0,100.0,70
27013,2024-10-11T00:00:00,MEYVE,ERİK  ANJELIKA,kg,10.0,40.0,25
27014,2024-10-11T00:00:00,MEYVE,ÜZÜM  SULTANİYE,kg,10.0,40.0,25
27015,2024-10-11T00:00:00,MEYVE,ELMA  GOLDEN,kg,10.0,30.0,20
27016,2024-10-11T00:00:00,MEYVE,ARMUT  DİĞER,kg,15.0,45.0,30
27017,2024-10-11T00:00:00,SEBZE,KAVUN  SERA,kg,10.0,20.0,15
27018,2024-10-11T00:00:00,İTHAL,AVAKADO,adet,25.0,50.0,37.5
27019,2024-10-11T00:00:00,İTHAL,ANANAS,adet,35.0,70.0,52.5
27020,2024-10-11T00:00:00,İTHAL,MUZ  ITHAL,kg,45.0,80.0,62.5
27021,2024-10-11T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,20.0,55.0,37.5
27022,2024-10-11T00:00:00,SEBZE,BROKOLI,kg,25.0,45.0,35
27023,2024-10-11T00:00:00,MEYVE,CENNET ELMASI,kg,15.0,50.0,32.5
27024,2024-10-11T00:00:00,MEYVE,ŞEFTALI,kg,20.0,60.0,40
27025,2024-10-11T00:00:00,SEBZE,Y.REYHAN,adet,8.0,20.0,14
27026,2024-10-11T00:00:00,SEBZE,BAMYA,kg,50.0,100.0,75
27027,2024-10-11T00:00:00,SEBZE,BORULCE,kg,50.0,90.0,70
27028,2024-10-11T00:00:00,SEBZE,BİBER  SİVRİ,kg,20.0,60.0,40
27029,2024-10-11T00:00:00,SEBZE,BİBER  DOLMA,kg,15.0,60.0,37.5
27030,2024-10-11T00:00:00,SEBZE,FASULYE   AYSE,kg,40.0,70.0,55
27031,2024-10-11T00:00:00,SEBZE,FASULYE   CALI,kg,30.0,60.0,45
27032,2024-10-11T00:00:00,SEBZE,BARBUNYA TAZE,kg,45.0,90.0,67.5
27033,2024-10-11T00:00:00,SEBZE,HAVUÇ,kg,10.0,20.0,15
27034,2024-10-11T00:00:00,SEBZE,ISPANAK,kg,15.0,30.0,22.5
27035,2024-10-11T00:00:00,SEBZE,KABAK TAZE,kg,15.0,35.0,25
27036,2024-10-11T00:00:00,SEBZE,KABAK  BAL,kg,5.0,20.0,12.5
27037,2024-10-11T00:00:00,SEBZE,KEREVIZ,kg,15.0,35.0,25
27038,2024-10-11T00:00:00,SEBZE,MARUL,adet,10.0,30.0,20
27039,2024-10-11T00:00:00,SEBZE,PATLICAN  UZUN,kg,11.0,35.0,23
27040,2024-10-11T00:00:00,SEBZE,PATLICAN TOPAN,kg,12.0,30.0,21
27041,2024-10-11T00:00:00,SEBZE,PATATES DİĞER,kg,8.0,15.0,11.5
27042,2024-10-11T00:00:00,SEBZE,PANCAR,kg,8.0,15.0,11.5
27043,2024-10-12T00:00:00,SEBZE,SALATALIK  SİLOR,kg,12.0,40.0,26
27044,2024-10-12T00:00:00,MEYVE,LİMON  YENİ (MAYER),kg,20.0,55.0,37.5
27045,2024-10-12T00:00:00,MEYVE,HÜNNAP,kg,20.0,50.0,35
27046,2024-10-12T00:00:00,MEYVE,ELMA  ARJANTİN,kg,15.0,35.0,25
27047,2024-10-12T00:00:00,MEYVE,ARMUT AKÇA,kg,20.0,45.0,32.5
27048,2024-10-12T00:00:00,SEBZE,SALATALIK   KORNİŞON,kg,20.0,50.0,35
27049,2024-10-12T00:00:00,MEYVE,ÜZÜM  BEYAZ,kg,30.0,55.0,42.5
27050,2024-10-12T00:00:00,MEYVE,ÜZÜM  SİYAH,kg,30.0,50.0,40
27051,2024-10-12T00:00:00,SEBZE,BİBER SALÇALIK,kg,10.0,25.0,17.5
27052,2024-10-12T00:00:00,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,20.0,60.0,40
27053,2024-10-12T00:00:00,SEBZE,DOMATES PEMBE,kg,15.0,50.0,32.5
27054,2024-10-12T00:00:00,MEYVE,LİMON LAMAS,kg,15.0,40.0,27.5
27055,2024-10-12T00:00:00,SEBZE,PATATES TAZE,kg,8.0,20.0,14
27056,2024-10-12T00:00:00,SEBZE,MANTAR (İSTİRİDYE),kg,65.0,120.0,92.5
27057,2024-10-12T00:00:00,SEBZE,BİBER KÖY(MAZO),kg,25.0,65.0,45
27058,2024-10-12T00:00:00,SEBZE,FASULYE CİNO,kg,30.0,50.0,40
27059,2024-10-12T00:00:00,SEBZE,DOMATES (KOKTEYL),kg,20.0,60.0,40
27060,2024-10-12T00:00:00,SEBZE,BİBER SİVRİ (DİĞER),kg,20.0,50.0,35
27061,2024-10-12T00:00:00,SEBZE,HAVUÇ BEYPAZARI,kg,8.0,15.0,11.5
27062,2024-10-12T00:00:00,SEBZE,KAVUN KIRKAĞAÇ,kg,7.0,15.0,11
27063,2024-10-12T00:00:00,SEBZE,SOĞAN MOR,kg,15.0,30.0,22.5
27064,2024-10-12T00:00:00,SEBZE,TURP DİĞER,kg,6.0,15.0,10.5
27065,2024-10-12T00:00:00,SEBZE,SALATALIK ÇENGELKÖY,kg,15.0,40.0,27.5
27066,2024-10-12T00:00:00,MEYVE,ÜZÜM  SULTANİYE,kg,10.0,40.0,25
27067,2024-10-12T00:00:00,MEYVE,ELMA  GOLDEN,kg,10.0,30.0,20
27068,2024-10-12T00:00:00,MEYVE,ARMUT  DİĞER,kg,15.0,45.0,30
27069,2024-10-12T00:00:00,SEBZE,KAVUN  SERA,kg,10.0,20.0,15
27070,2024-10-12T00:00:00,İTHAL,AVAKADO,adet,25.0,55.0,40
27071,2024-10-12T00:00:00,İTHAL,ANANAS,adet,35.0,70.0,52.5
27072,2024-10-12T00:00:00,İTHAL,MUZ  ITHAL,kg,45.0,80.0,62.5
27073,2024-10-12T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,20.0,55.0,37.5
27074,2024-10-12T00:00:00,SEBZE,BROKOLI,kg,20.0,40.0,30
27075,2024-10-12T00:00:00,MEYVE,CENNET ELMASI,kg,15.0,50.0,32.5
27076,2024-10-12T00:00:00,MEYVE,ŞEFTALI,kg,20.0,60.0,40
27077,2024-10-12T00:00:00,SEBZE,Y.REYHAN,adet,8.0,20.0,14
27078,2024-10-12T00:00:00,SEBZE,BAMYA,kg,50.0,110.0,80
27079,2024-10-12T00:00:00,SEBZE,BORULCE,kg,50.0,90.0,70
27080,2024-10-12T00:00:00,SEBZE,BİBER  SİVRİ,kg,20.0,60.0,40
27081,2024-10-12T00:00:00,SEBZE,BİBER  DOLMA,kg,15.0,60.0,37.5
27082,2024-10-12T00:00:00,SEBZE,FASULYE   AYSE,kg,40.0,80.0,60
27083,2024-10-12T00:00:00,SEBZE,FASULYE   CALI,kg,30.0,75.0,52.5
27084,2024-10-12T00:00:00,SEBZE,BARBUNYA TAZE,kg,45.0,100.0,72.5
27085,2024-10-12T00:00:00,SEBZE,HAVUÇ,kg,10.0,20.0,15
27086,2024-10-12T00:00:00,SEBZE,ISPANAK,kg,15.0,30.0,22.5
27087,2024-10-12T00:00:00,SEBZE,KABAK TAZE,kg,15.0,40.0,27.5
27088,2024-10-12T00:00:00,SEBZE,KABAK  BAL,kg,5.0,20.0,12.5
27089,2024-10-12T00:00:00,SEBZE,KEREVIZ,kg,15.0,35.0,25
27090,2024-10-12T00:00:00,SEBZE,MARUL,adet,10.0,35.0,22.5
27091,2024-10-12T00:00:00,SEBZE,PATLICAN  UZUN,kg,11.0,35.0,23
27092,2024-10-12T00:00:00,SEBZE,PATLICAN TOPAN,kg,12.0,35.0,23.5
27093,2024-10-12T00:00:00,SEBZE,PATATES DİĞER,kg,8.0,15.0,11.5
27094,2024-10-12T00:00:00,SEBZE,PANCAR,kg,8.0,15.0,11.5
27095,2024-10-12T00:00:00,SEBZE,SOĞAN   TAZE,kg,15.0,35.0,25
27096,2024-10-12T00:00:00,SEBZE,SOĞAN   KURU,kg,8.0,18.0,13
27097,2024-10-12T00:00:00,SEBZE,LAHANA  KIRMIZI,kg,5.0,15.0,10
27098,2024-10-12T00:00:00,SEBZE,KARNABAHAR,kg,15.0,35.0,25
27099,2024-10-12T00:00:00,SEBZE,TURP  KIRMIZI,kg,10.0,20.0,15
27100,2024-10-12T00:00:00,MEYVE,DARI(ADET),adet,5.0,10.0,7.5
27101,2024-10-12T00:00:00,SEBZE,SEMIZ OTU,adet,5.0,10.0,7.5
27102,2024-10-12T00:00:00,SEBZE,SARIMSAK  KURU,kg,60.0,140.0,100
27103,2024-10-12T00:00:00,SEBZE,PATATES  CALMA,kg,10.0,18.0,14
27104,2024-10-12T00:00:00,SEBZE,BİBER ÇARLİSTON,kg,15.0,65.0,40
27105,2024-10-12T00:00:00,SEBZE,MARUL AYSBERG,adet,12.0,35.0,23.5
27106,2024-10-12T00:00:00,SEBZE,MANTAR,kg,45.0,100.0,72.5
27107,2024-10-12T00:00:00,SEBZE,SOĞAN   KIRMIZI,kg,17.0,30.0,23.5
27108,2024-10-12T00:00:00,SEBZE,BİBER KIRMIZI,kg,20.0,60.0,40
27109,2024-10-12T00:00:00,SEBZE,LAHANA  BEYAZ,kg,5.0,15.0,10
27110,2024-10-12T00:00:00,SEBZE,PIRASA,kg,10.0,25.0,17.5
27111,2024-10-12T00:00:00,SEBZE,PAZI,adet,10.0,20.0,15
27112,2024-10-12T00:00:00,SEBZE,BİBER  KIL ACI,kg,25.0,80.0,52.5
27113,2024-10-12T00:00:00,SEBZE,LAHANA  BURUKSEL,kg,30.0,50.0,40
27114,2024-10-12T00:00:00,SEBZE,DOMATES (DİĞER),kg,20.0,45.0,32.5
27115,2024-10-12T00:00:00,SEBZE,SALATALIK ,kg,15.0,35.0,25
27116,2024-10-12T00:00:00,SEBZE,DOMATES  SALKIM,kg,15.0,50.0,32.5
27117,2024-10-12T00:00:00,SEBZE,MARUL KIVIRCIK,adet,10.0,35.0,22.5
27118,2024-10-12T00:00:00,SEBZE,ACUR,kg,15.0,35.0,25
27119,2024-10-12T00:00:00,SEBZE,DENIZ BÖRÜLCESİ,adet,5.0,15.0,10
27120,2024-10-12T00:00:00,İTHAL,MANGO,adet,35.0,70.0,52.5
27121,2024-10-12T00:00:00,MEYVE,ARMUT  DEVECI,kg,20.0,50.0,35
27122,2024-10-12T00:00:00,SEBZE,MARUL LOLOROSSO,adet,10.0,35.0,22.5
27123,2024-10-12T00:00:00,SEBZE,DOMATES CHERRY,kg,25.0,60.0,42.5
27124,2024-10-12T00:00:00,SEBZE,DOMATES SALÇALIK(RİO),kg,5.0,18.0,11.5
27125,2024-10-12T00:00:00,SEBZE,DOMATES  BEEF,kg,15.0,50.0,32.5
27126,2024-10-12T00:00:00,MEYVE,KIVI  ,kg,60.0,110.0,85
27127,2024-10-12T00:00:00,İTHAL,ZENCEFİL,kg,80.0,180.0,130
27128,2024-10-12T00:00:00,İTHAL,BİBER KALİFORNİYA,kg,45.0,120.0,82.5
27129,2024-10-12T00:00:00,MEYVE,ELMA GSMİT,kg,15.0,35.0,25
27130,2024-10-12T00:00:00,MEYVE,AYVA,kg,30.0,45.0,37.5
27131,2024-10-12T00:00:00,MEYVE,ARMUT  S.MARIA,kg,25.0,50.0,37.5
27132,2024-10-12T00:00:00,MEYVE,ELMA  DİĞER,kg,15.0,30.0,22.5
27133,2024-10-12T00:00:00,MEYVE,CILEK,kg,50.0,130.0,90
27134,2024-10-12T00:00:00,MEYVE,ELMA  STARKING,kg,15.0,35.0,25
27135,2024-10-12T00:00:00,MEYVE,GREYFURT,kg,15.0,35.0,25
27136,2024-10-12T00:00:00,SEBZE,KAVUN DİĞER,kg,8.0,15.0,11.5
27137,2024-10-12T00:00:00,SEBZE,KARPUZ,kg,5.0,15.0,10
27138,2024-10-12T00:00:00,MEYVE,ELMA  GALA,kg,10.0,40.0,25
27139,2024-10-12T00:00:00,MEYVE,NAR,kg,15.0,30.0,22.5
27140,2024-10-12T00:00:00,MEYVE,MANDALİNA,kg,15.0,35.0,25
27141,2024-10-12T00:00:00,MEYVE,MUZ  YERLI,kg,35.0,60.0,47.5
27142,2024-10-12T00:00:00,MEYVE,PORTAKAL  ,kg,15.0,30.0,22.5
27143,2024-10-12T00:00:00,MEYVE,LİMON DİĞER ,kg,20.0,40.0,30
27144,2024-10-12T00:00:00,SEBZE,Y.MAYDONOZ,bağ,3.0,6.0,4.5
27145,2024-10-12T00:00:00,SEBZE,Y.DEREOTU,bağ,3.0,8.0,5.5
27146,2024-10-12T00:00:00,SEBZE,Y.ROKA,bağ,3.0,6.0,4.5
27147,2024-10-12T00:00:00,SEBZE,Y.TERE,bağ,3.0,7.0,5
27148,2024-10-12T00:00:00,SEBZE,Y.NANE,bağ,3.0,6.0,4.5
27149,2024-10-12T00:00:00,MEYVE,INCIR,kg,40.0,100.0,70
27150,2024-10-12T00:00:00,MEYVE,ERİK  ANJELIKA,kg,10.0,40.0,25
27151,2024-10-14T00:00:00,MEYVE,GREYFURT,kg,15.0,35.0,25
27152,2024-10-14T00:00:00,SEBZE,KAVUN DİĞER,kg,8.0,15.0,11.5
27153,2024-10-14T00:00:00,SEBZE,KARPUZ,kg,5.0,15.0,10
27154,2024-10-14T00:00:00,MEYVE,ELMA  GALA,kg,10.0,40.0,25
27155,2024-10-14T00:00:00,MEYVE,NAR,kg,15.0,30.0,22.5
27156,2024-10-14T00:00:00,MEYVE,MANDALİNA,kg,15.0,35.0,25
27157,2024-10-14T00:00:00,MEYVE,MUZ  YERLI,kg,35.0,60.0,47.5
27158,2024-10-14T00:00:00,MEYVE,PORTAKAL  ,kg,15.0,30.0,22.5
27159,2024-10-14T00:00:00,MEYVE,LİMON DİĞER ,kg,20.0,40.0,30
27160,2024-10-14T00:00:00,SEBZE,Y.MAYDONOZ,bağ,3.0,6.0,4.5
27161,2024-10-14T00:00:00,SEBZE,Y.DEREOTU,bağ,3.0,8.0,5.5
27162,2024-10-14T00:00:00,SEBZE,Y.ROKA,bağ,3.0,6.0,4.5
27163,2024-10-14T00:00:00,SEBZE,Y.TERE,bağ,3.0,7.0,5
27164,2024-10-14T00:00:00,SEBZE,Y.NANE,bağ,3.0,6.0,4.5
27165,2024-10-14T00:00:00,MEYVE,INCIR,kg,40.0,100.0,70
27166,2024-10-14T00:00:00,MEYVE,ERİK  ANJELIKA,kg,10.0,40.0,25
27167,2024-10-14T00:00:00,MEYVE,ÜZÜM  SULTANİYE,kg,10.0,40.0,25
27168,2024-10-14T00:00:00,MEYVE,ELMA  GOLDEN,kg,10.0,30.0,20
27169,2024-10-14T00:00:00,MEYVE,ARMUT  DİĞER,kg,15.0,45.0,30
27170,2024-10-14T00:00:00,SEBZE,KAVUN  SERA,kg,10.0,20.0,15
27171,2024-10-14T00:00:00,İTHAL,AVAKADO,adet,25.0,55.0,40
27172,2024-10-14T00:00:00,İTHAL,ANANAS,adet,35.0,70.0,52.5
27173,2024-10-14T00:00:00,İTHAL,MUZ  ITHAL,kg,45.0,80.0,62.5
27174,2024-10-14T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,20.0,55.0,37.5
27175,2024-10-14T00:00:00,SEBZE,BROKOLI,kg,20.0,40.0,30
27176,2024-10-14T00:00:00,MEYVE,CENNET ELMASI,kg,15.0,50.0,32.5
27177,2024-10-14T00:00:00,MEYVE,ŞEFTALI,kg,20.0,60.0,40
27178,2024-10-14T00:00:00,SEBZE,Y.REYHAN,adet,8.0,20.0,14
27179,2024-10-14T00:00:00,SEBZE,BAMYA,kg,50.0,120.0,85
27180,2024-10-14T00:00:00,SEBZE,BORULCE,kg,50.0,90.0,70
27181,2024-10-14T00:00:00,SEBZE,BİBER  SİVRİ,kg,20.0,60.0,40
27182,2024-10-14T00:00:00,SEBZE,BİBER  DOLMA,kg,15.0,60.0,37.5
27183,2024-10-14T00:00:00,SEBZE,FASULYE   AYSE,kg,40.0,80.0,60
27184,2024-10-14T00:00:00,SEBZE,FASULYE   CALI,kg,30.0,75.0,52.5
27185,2024-10-14T00:00:00,SEBZE,BARBUNYA TAZE,kg,45.0,100.0,72.5
27186,2024-10-14T00:00:00,SEBZE,HAVUÇ,kg,10.0,20.0,15
27187,2024-10-14T00:00:00,SEBZE,ISPANAK,kg,15.0,30.0,22.5
27188,2024-10-14T00:00:00,SEBZE,KABAK TAZE,kg,15.0,40.0,27.5
27189,2024-10-14T00:00:00,SEBZE,KABAK  BAL,kg,5.0,20.0,12.5
27190,2024-10-14T00:00:00,SEBZE,KEREVIZ,kg,15.0,35.0,25
27191,2024-10-14T00:00:00,SEBZE,MARUL,adet,10.0,35.0,22.5
27192,2024-10-14T00:00:00,SEBZE,PATLICAN  UZUN,kg,11.0,35.0,23
27193,2024-10-14T00:00:00,SEBZE,PATLICAN TOPAN,kg,12.0,35.0,23.5
27194,2024-10-14T00:00:00,SEBZE,PATATES DİĞER,kg,8.0,15.0,11.5
27195,2024-10-14T00:00:00,SEBZE,PANCAR,kg,8.0,15.0,11.5
27196,2024-10-14T00:00:00,SEBZE,SOĞAN   TAZE,kg,15.0,35.0,25
27197,2024-10-14T00:00:00,SEBZE,SOĞAN   KURU,kg,8.0,18.0,13
27198,2024-10-14T00:00:00,SEBZE,LAHANA  KIRMIZI,kg,5.0,15.0,10
27199,2024-10-14T00:00:00,SEBZE,KARNABAHAR,kg,15.0,35.0,25
27200,2024-10-14T00:00:00,SEBZE,TURP  KIRMIZI,kg,10.0,20.0,15
27201,2024-10-14T00:00:00,MEYVE,DARI(ADET),adet,5.0,10.0,7.5
27202,2024-10-14T00:00:00,SEBZE,SEMIZ OTU,adet,5.0,10.0,7.5
27203,2024-10-14T00:00:00,SEBZE,SARIMSAK  KURU,kg,60.0,140.0,100
27204,2024-10-14T00:00:00,SEBZE,PATATES  CALMA,kg,10.0,18.0,14
27205,2024-10-14T00:00:00,SEBZE,BİBER ÇARLİSTON,kg,15.0,65.0,40
27206,2024-10-14T00:00:00,SEBZE,MARUL AYSBERG,adet,12.0,35.0,23.5
27207,2024-10-14T00:00:00,SEBZE,MANTAR,kg,45.0,100.0,72.5
27208,2024-10-14T00:00:00,SEBZE,SOĞAN   KIRMIZI,kg,17.0,30.0,23.5
27209,2024-10-14T00:00:00,SEBZE,BİBER KIRMIZI,kg,20.0,60.0,40
27210,2024-10-14T00:00:00,SEBZE,LAHANA  BEYAZ,kg,5.0,15.0,10
27211,2024-10-14T00:00:00,SEBZE,PIRASA,kg,10.0,25.0,17.5
27212,2024-10-14T00:00:00,SEBZE,PAZI,adet,10.0,20.0,15
27213,2024-10-14T00:00:00,SEBZE,BİBER  KIL ACI,kg,25.0,80.0,52.5
27214,2024-10-14T00:00:00,SEBZE,LAHANA  BURUKSEL,kg,30.0,50.0,40
27215,2024-10-14T00:00:00,SEBZE,DOMATES (DİĞER),kg,20.0,45.0,32.5
27216,2024-10-14T00:00:00,SEBZE,SALATALIK ,kg,15.0,35.0,25
27217,2024-10-14T00:00:00,SEBZE,DOMATES  SALKIM,kg,15.0,50.0,32.5
27218,2024-10-14T00:00:00,SEBZE,MARUL KIVIRCIK,adet,10.0,35.0,22.5
27219,2024-10-14T00:00:00,SEBZE,ACUR,kg,15.0,40.0,27.5
27220,2024-10-14T00:00:00,SEBZE,DENIZ BÖRÜLCESİ,adet,5.0,15.0,10
27221,2024-10-14T00:00:00,İTHAL,MANGO,adet,35.0,70.0,52.5
27222,2024-10-14T00:00:00,MEYVE,ARMUT  DEVECI,kg,20.0,50.0,35
27223,2024-10-14T00:00:00,SEBZE,MARUL LOLOROSSO,adet,10.0,35.0,22.5
27224,2024-10-14T00:00:00,SEBZE,DOMATES CHERRY,kg,25.0,60.0,42.5
27225,2024-10-14T00:00:00,SEBZE,DOMATES SALÇALIK(RİO),kg,5.0,18.0,11.5
27226,2024-10-14T00:00:00,SEBZE,DOMATES  BEEF,kg,15.0,50.0,32.5
27227,2024-10-14T00:00:00,MEYVE,KIVI  ,kg,60.0,110.0,85
27228,2024-10-14T00:00:00,İTHAL,ZENCEFİL,kg,80.0,180.0,130
27229,2024-10-14T00:00:00,İTHAL,BİBER KALİFORNİYA,kg,45.0,120.0,82.5
27230,2024-10-14T00:00:00,MEYVE,ELMA GSMİT,kg,15.0,35.0,25
27231,2024-10-14T00:00:00,SEBZE,SALATALIK  SİLOR,kg,12.0,40.0,26
27232,2024-10-14T00:00:00,MEYVE,LİMON  YENİ (MAYER),kg,20.0,55.0,37.5
27233,2024-10-14T00:00:00,MEYVE,HÜNNAP,kg,20.0,50.0,35
27234,2024-10-14T00:00:00,MEYVE,ELMA  ARJANTİN,kg,15.0,35.0,25
27235,2024-10-14T00:00:00,MEYVE,ARMUT AKÇA,kg,20.0,45.0,32.5
27236,2024-10-14T00:00:00,SEBZE,SALATALIK   KORNİŞON,kg,20.0,50.0,35
27237,2024-10-14T00:00:00,MEYVE,ÜZÜM  BEYAZ,kg,30.0,55.0,42.5
27238,2024-10-14T00:00:00,MEYVE,ÜZÜM  SİYAH,kg,30.0,50.0,40
27239,2024-10-14T00:00:00,SEBZE,BİBER SALÇALIK,kg,10.0,25.0,17.5
27240,2024-10-14T00:00:00,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,20.0,60.0,40
27241,2024-10-14T00:00:00,SEBZE,DOMATES PEMBE,kg,15.0,50.0,32.5
27242,2024-10-14T00:00:00,MEYVE,LİMON LAMAS,kg,15.0,40.0,27.5
27243,2024-10-14T00:00:00,SEBZE,PATATES TAZE,kg,8.0,20.0,14
27244,2024-10-14T00:00:00,SEBZE,MANTAR (İSTİRİDYE),kg,65.0,120.0,92.5
27245,2024-10-14T00:00:00,SEBZE,BİBER KÖY(MAZO),kg,25.0,65.0,45
27246,2024-10-14T00:00:00,SEBZE,FASULYE CİNO,kg,30.0,50.0,40
27247,2024-10-14T00:00:00,SEBZE,DOMATES (KOKTEYL),kg,20.0,60.0,40
27248,2024-10-14T00:00:00,SEBZE,BİBER SİVRİ (DİĞER),kg,20.0,50.0,35
27249,2024-10-14T00:00:00,SEBZE,HAVUÇ BEYPAZARI,kg,8.0,15.0,11.5
27250,2024-10-14T00:00:00,SEBZE,KAVUN KIRKAĞAÇ,kg,7.0,15.0,11
27251,2024-10-14T00:00:00,SEBZE,SOĞAN MOR,kg,15.0,30.0,22.5
27252,2024-10-14T00:00:00,SEBZE,TURP DİĞER,kg,6.0,15.0,10.5
27253,2024-10-14T00:00:00,SEBZE,SALATALIK ÇENGELKÖY,kg,15.0,40.0,27.5
27254,2024-10-14T00:00:00,MEYVE,AYVA,kg,30.0,45.0,37.5
27255,2024-10-14T00:00:00,MEYVE,ARMUT  S.MARIA,kg,25.0,50.0,37.5
27256,2024-10-14T00:00:00,MEYVE,ELMA  DİĞER,kg,15.0,30.0,22.5
27257,2024-10-14T00:00:00,MEYVE,CILEK,kg,50.0,130.0,90
27258,2024-10-14T00:00:00,MEYVE,ELMA  STARKING,kg,15.0,35.0,25
27259,2024-10-15T00:00:00,SEBZE,DOMATES CHERRY,kg,25.0,60.0,42.5
27260,2024-10-15T00:00:00,SEBZE,DOMATES SALÇALIK(RİO),kg,5.0,18.0,11.5
27261,2024-10-15T00:00:00,SEBZE,DOMATES  BEEF,kg,15.0,50.0,32.5
27262,2024-10-15T00:00:00,MEYVE,KIVI  ,kg,60.0,110.0,85
27263,2024-10-15T00:00:00,İTHAL,ZENCEFİL,kg,80.0,180.0,130
27264,2024-10-15T00:00:00,İTHAL,BİBER KALİFORNİYA,kg,45.0,120.0,82.5
27265,2024-10-15T00:00:00,MEYVE,ELMA GSMİT,kg,15.0,35.0,25
27266,2024-10-15T00:00:00,SEBZE,SALATALIK  SİLOR,kg,12.0,40.0,26
27267,2024-10-15T00:00:00,MEYVE,LİMON  YENİ (MAYER),kg,20.0,55.0,37.5
27268,2024-10-15T00:00:00,MEYVE,HÜNNAP,kg,20.0,50.0,35
27269,2024-10-15T00:00:00,MEYVE,ELMA  ARJANTİN,kg,15.0,35.0,25
27270,2024-10-15T00:00:00,MEYVE,ARMUT AKÇA,kg,20.0,45.0,32.5
27271,2024-10-15T00:00:00,SEBZE,SALATALIK   KORNİŞON,kg,20.0,50.0,35
27272,2024-10-15T00:00:00,MEYVE,ÜZÜM  BEYAZ,kg,30.0,55.0,42.5
27273,2024-10-15T00:00:00,MEYVE,ÜZÜM  SİYAH,kg,30.0,50.0,40
27274,2024-10-15T00:00:00,MEYVE,AYVA,kg,30.0,45.0,37.5
27275,2024-10-15T00:00:00,MEYVE,ARMUT  S.MARIA,kg,25.0,50.0,37.5
27276,2024-10-15T00:00:00,MEYVE,ELMA  DİĞER,kg,15.0,30.0,22.5
27277,2024-10-15T00:00:00,MEYVE,CILEK,kg,50.0,130.0,90
27278,2024-10-15T00:00:00,MEYVE,ELMA  STARKING,kg,15.0,35.0,25
27279,2024-10-15T00:00:00,MEYVE,GREYFURT,kg,15.0,35.0,25
27280,2024-10-15T00:00:00,SEBZE,KAVUN DİĞER,kg,8.0,15.0,11.5
27281,2024-10-15T00:00:00,SEBZE,KARPUZ,kg,5.0,15.0,10
27282,2024-10-15T00:00:00,MEYVE,ELMA  GALA,kg,10.0,40.0,25
27283,2024-10-15T00:00:00,MEYVE,NAR,kg,15.0,30.0,22.5
27284,2024-10-15T00:00:00,MEYVE,MANDALİNA,kg,15.0,35.0,25
27285,2024-10-15T00:00:00,MEYVE,MUZ  YERLI,kg,35.0,60.0,47.5
27286,2024-10-15T00:00:00,MEYVE,PORTAKAL  ,kg,15.0,30.0,22.5
27287,2024-10-15T00:00:00,MEYVE,LİMON DİĞER ,kg,20.0,40.0,30
27288,2024-10-15T00:00:00,SEBZE,Y.MAYDONOZ,bağ,3.0,6.0,4.5
27289,2024-10-15T00:00:00,SEBZE,Y.DEREOTU,bağ,3.0,8.0,5.5
27290,2024-10-15T00:00:00,SEBZE,Y.ROKA,bağ,3.0,6.0,4.5
27291,2024-10-15T00:00:00,SEBZE,Y.TERE,bağ,3.0,7.0,5
27292,2024-10-15T00:00:00,SEBZE,Y.NANE,bağ,3.0,6.0,4.5
27293,2024-10-15T00:00:00,MEYVE,INCIR,kg,40.0,100.0,70
27294,2024-10-15T00:00:00,MEYVE,ERİK  ANJELIKA,kg,10.0,40.0,25
27295,2024-10-15T00:00:00,MEYVE,ÜZÜM  SULTANİYE,kg,10.0,40.0,25
27296,2024-10-15T00:00:00,MEYVE,ELMA  GOLDEN,kg,10.0,30.0,20
27297,2024-10-15T00:00:00,MEYVE,ARMUT  DİĞER,kg,15.0,45.0,30
27298,2024-10-15T00:00:00,SEBZE,KAVUN  SERA,kg,10.0,20.0,15
27299,2024-10-15T00:00:00,İTHAL,AVAKADO,adet,25.0,55.0,40
27300,2024-10-15T00:00:00,İTHAL,ANANAS,adet,35.0,70.0,52.5
27301,2024-10-15T00:00:00,İTHAL,MUZ  ITHAL,kg,45.0,80.0,62.5
27302,2024-10-15T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,20.0,55.0,37.5
27303,2024-10-15T00:00:00,SEBZE,BİBER SALÇALIK,kg,10.0,25.0,17.5
